Date,Price
13-Apr-12,3.623
12-Apr-12,3.716
11-Apr-12,3.636
10-Apr-12,3.646
9-Apr-12,3.716
5-Apr-12,3.792
4-Apr-12,3.785
3-Apr-12,3.916
2-Apr-12,3.918
30-Mar-12,3.824
29-Mar-12,3.794
28-Mar-12,3.787
27-Mar-12,3.879
26-Mar-12,3.885
23-Mar-12,3.809
22-Mar-12,3.768
21-Mar-12,3.849
20-Mar-12,3.828
19-Mar-12,3.906
16-Mar-12,3.874
15-Mar-12,3.892
14-Mar-12,3.842
13-Mar-12,3.897
12-Mar-12,3.832
9-Mar-12,3.853
8-Mar-12,3.786
7-Mar-12,3.76
6-Mar-12,3.731
5-Mar-12,3.853
2-Mar-12,3.896
1-Mar-12,3.925
